n1	n2	label	setting	compound_text
security	spokesman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokesman
security	spokesman	owner_emp_use	mask_head	modifier: security ; head: [MASK]
service	spokesman	owner_emp_use	full	modifier: service ; head: spokesman
service	spokesman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokesman
service	spokesman	owner_emp_use	mask_head	modifier: service ; head: [MASK]
solidarity	spokesman	owner_emp_use	full	modifier: solidarity ; head: spokesman
solidarity	spokesman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokesman
solidarity	spokesman	owner_emp_use	mask_head	modifier: solidarity ; head: [MASK]
team	spokesman	owner_emp_use	full	modifier: team ; head: spokesman
team	spokesman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokesman
team	spokesman	owner_emp_use	mask_head	modifier: team ; head: [MASK]
transport	spokesman	owner_emp_use	full	modifier: transport ; head: spokesman
transport	spokesman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokesman
transport	spokesman	owner_emp_use	mask_head	modifier: transport ; head: [MASK]
airport	spokeswoman	owner_emp_use	full	modifier: airport ; head: spokeswoman
airport	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
airport	spokeswoman	owner_emp_use	mask_head	modifier: airport ; head: [MASK]
army	spokeswoman	owner_emp_use	full	modifier: army ; head: spokeswoman
army	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
army	spokeswoman	owner_emp_use	mask_head	modifier: army ; head: [MASK]
city	spokeswoman	owner_emp_use	full	modifier: city ; head: spokeswoman
city	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
city	spokeswoman	owner_emp_use	mask_head	modifier: city ; head: [MASK]
commission	spokeswoman	owner_emp_use	full	modifier: commission ; head: spokeswoman
commission	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
commission	spokeswoman	owner_emp_use	mask_head	modifier: commission ; head: [MASK]
company	spokeswoman	owner_emp_use	full	modifier: company ; head: spokeswoman
company	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
company	spokeswoman	owner_emp_use	mask_head	modifier: company ; head: [MASK]
government	spokeswoman	owner_emp_use	full	modifier: government ; head: spokeswoman
government	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
government	spokeswoman	owner_emp_use	mask_head	modifier: government ; head: [MASK]
ministry	spokeswoman	owner_emp_use	full	modifier: ministry ; head: spokeswoman
ministry	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
ministry	spokeswoman	owner_emp_use	mask_head	modifier: ministry ; head: [MASK]
navy	spokeswoman	owner_emp_use	full	modifier: navy ; head: spokeswoman
navy	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
navy	spokeswoman	owner_emp_use	mask_head	modifier: navy ; head: [MASK]
police	spokeswoman	owner_emp_use	full	modifier: police ; head: spokeswoman
police	spokeswoman	owner_emp_use	mask_modifier	modifier: [MASK] ; head: spokeswoman
police	spokeswoman	owner_emp_use	mask_head	modifier: police ; head: [MASK]
army	staff	owner_emp_use	full	modifier: army ; head: staff
army	staff	owner_emp_use	mask_modifier	modifier: [MASK] ; head: staff
army	staff	owner_emp_use	mask_head	modifier: army ; head: [MASK]
city	staff	owner_emp_use	full	modifier: city ; head: staff
city	staff	owner_emp_use	mask_modifier	modifier: [MASK] ; head: staff
city	staff	owner_emp_use	mask_head	modifier: city ; head: [MASK]
commission	staff	owner_emp_use	full	modifier: commission ; head: staff
commission	staff	owner_emp_use	mask_modifier	modifier: [MASK] ; head: staff
commission	staff	owner_emp_use	mask_head	modifier: commission ; head: [MASK]
committee	staff	owner_emp_use	full	modifier: committee ; head: staff
committee	staff	owner_emp_use	mask_modifier	modifier: [MASK] ; head: staff
committee	staff	owner_emp_use	mask_head	modifier: committee ; head: [MASK]
hotel	staff	owner_emp_use	full	modifier: hotel ; head: staff
hotel	staff	owner_emp_use	mask_modifier	modifier: [MASK] ; head: staff
hotel	staff	owner_emp_use	mask_head	modifier: hotel ; head: [MASK]
party	strategist	owner_emp_use	full	modifier: party ; head: strategist
party	strategist	owner_emp_use	mask_modifier	modifier: [MASK] ; head: strategist
party	strategist	owner_emp_use	mask_head	modifier: party ; head: [MASK]
police	superintendent	owner_emp_use	full	modifier: police ; head: superintendent
police	superintendent	owner_emp_use	mask_modifier	modifier: [MASK] ; head: superintendent
police	superintendent	owner_emp_use	mask_head	modifier: police ; head: [MASK]
army	team	owner_emp_use	full	modifier: army ; head: team
army	team	owner_emp_use	mask_modifier	modifier: [MASK] ; head: team
army	team	owner_emp_use	mask_head	modifier: army ; head: [MASK]
government	technocrat	owner_emp_use	full	modifier: government ; head: technocrat
government	technocrat	owner_emp_use	mask_modifier	modifier: [MASK] ; head: technocrat
government	technocrat	owner_emp_use	mask_head	modifier: government ; head: [MASK]
army	troop	owner_emp_use	full	modifier: army ; head: troop
army	troop	owner_emp_use	mask_modifier	modifier: [MASK] ; head: troop
army	troop	owner_emp_use	mask_head	modifier: army ; head: [MASK]
government	troop	owner_emp_use	full	modifier: government ; head: troop
government	troop	owner_emp_use	mask_modifier	modifier: [MASK] ; head: troop
government	troop	owner_emp_use	mask_head	modifier: government ; head: [MASK]
government	work	owner_emp_use	full	modifier: government ; head: work
government	work	owner_emp_use	mask_modifier	modifier: [MASK] ; head: work
government	work	owner_emp_use	mask_head	modifier: government ; head: [MASK]
party	work	owner_emp_use	full	modifier: party ; head: work
party	work	owner_emp_use	mask_modifier	modifier: [MASK] ; head: work
party	work	owner_emp_use	mask_head	modifier: party ; head: [MASK]
broadcast	license	purpose	full	modifier: broadcast ; head: license
broadcast	license	purpose	mask_modifier	modifier: [MASK] ; head: license
broadcast	license	purpose	mask_head	modifier: broadcast ; head: [MASK]
snack	food	purpose	full	modifier: snack ; head: food
snack	food	purpose	mask_modifier	modifier: [MASK] ; head: food
snack	food	purpose	mask_head	modifier: snack ; head: [MASK]
lounge	wear	purpose	full	modifier: lounge ; head: wear
lounge	wear	purpose	mask_modifier	modifier: [MASK] ; head: wear
lounge	wear	purpose	mask_head	modifier: lounge ; head: [MASK]
paint	brush	purpose	full	modifier: paint ; head: brush
paint	brush	purpose	mask_modifier	modifier: [MASK] ; head: brush
paint	brush	purpose	mask_head	modifier: paint ; head: [MASK]
alarm	clock	purpose	full	modifier: alarm ; head: clock
alarm	clock	purpose	mask_modifier	modifier: [MASK] ; head: clock
alarm	clock	purpose	mask_head	modifier: alarm ; head: [MASK]
work	cloth	purpose	full	modifier: work ; head: cloth
work	cloth	purpose	mask_modifier	modifier: [MASK] ; head: cloth
work	cloth	purpose	mask_head	modifier: work ; head: [MASK]
rescue	equipment	purpose	full	modifier: rescue ; head: equipment
rescue	equipment	purpose	mask_modifier	modifier: [MASK] ; head: equipment
rescue	equipment	purpose	mask_head	modifier: rescue ; head: [MASK]
support	equipment	purpose	full	modifier: support ; head: equipment
support	equipment	purpose	mask_modifier	modifier: [MASK] ; head: equipment
support	equipment	purpose	mask_head	modifier: support ; head: [MASK]
transport	equipment	purpose	full	modifier: transport ; head: equipment
transport	equipment	purpose	mask_modifier	modifier: [MASK] ; head: equipment
transport	equipment	purpose	mask_head	modifier: transport ; head: [MASK]
copy	machine	purpose	full	modifier: copy ; head: machine
copy	machine	purpose	mask_modifier	modifier: [MASK] ; head: machine
copy	machine	purpose	mask_head	modifier: copy ; head: [MASK]
fax	machine	purpose	full	modifier: fax ; head: machine
fax	machine	purpose	mask_modifier	modifier: [MASK] ; head: machine
fax	machine	purpose	mask_head	modifier: fax ; head: [MASK]
guard	rail	purpose	full	modifier: guard ; head: rail
guard	rail	purpose	mask_modifier	modifier: [MASK] ; head: rail
guard	rail	purpose	mask_head	modifier: guard ; head: [MASK]
assault	rifle	purpose	full	modifier: assault ; head: rifle
assault	rifle	purpose	mask_modifier	modifier: [MASK] ; head: rifle
assault	rifle	purpose	mask_head	modifier: assault ; head: [MASK]
picnic	table	purpose	full	modifier: picnic ; head: table
picnic	table	purpose	mask_modifier	modifier: [MASK] ; head: table
picnic	table	purpose	mask_head	modifier: picnic ; head: [MASK]
tow	truck	purpose	full	modifier: tow ; head: truck
tow	truck	purpose	mask_modifier	modifier: [MASK] ; head: truck
tow	truck	purpose	mask_head	modifier: tow ; head: [MASK]
launch	vehicle	purpose	full	modifier: launch ; head: vehicle
launch	vehicle	purpose	mask_modifier	modifier: [MASK] ; head: vehicle
launch	vehicle	purpose	mask_head	modifier: launch ; head: [MASK]
rescue	vehicle	purpose	full	modifier: rescue ; head: vehicle
rescue	vehicle	purpose	mask_modifier	modifier: [MASK] ; head: vehicle
rescue	vehicle	purpose	mask_head	modifier: rescue ; head: [MASK]
star	vehicle	purpose	full	modifier: star ; head: vehicle
star	vehicle	purpose	mask_modifier	modifier: [MASK] ; head: vehicle
star	vehicle	purpose	mask_head	modifier: star ; head: [MASK]
transport	vehicle	purpose	full	modifier: transport ; head: vehicle
transport	vehicle	purpose	mask_modifier	modifier: [MASK] ; head: vehicle
transport	vehicle	purpose	mask_head	modifier: transport ; head: [MASK]
patrol	vessel	purpose	full	modifier: patrol ; head: vessel
patrol	vessel	purpose	mask_modifier	modifier: [MASK] ; head: vessel
patrol	vessel	purpose	mask_head	modifier: patrol ; head: [MASK]
rescue	vessel	purpose	full	modifier: rescue ; head: vessel
rescue	vessel	purpose	mask_modifier	modifier: [MASK] ; head: vessel
rescue	vessel	purpose	mask_head	modifier: rescue ; head: [MASK]
research	vessel	purpose	full	modifier: research ; head: vessel
research	vessel	purpose	mask_modifier	modifier: [MASK] ; head: vessel
research	vessel	purpose	mask_head	modifier: research ; head: [MASK]
assault	weapon	purpose	full	modifier: assault ; head: weapon
assault	weapon	purpose	mask_modifier	modifier: [MASK] ; head: weapon
assault	weapon	purpose	mask_head	modifier: assault ; head: [MASK]
design	world	purpose	full	modifier: design ; head: world
design	world	purpose	mask_modifier	modifier: [MASK] ; head: world
design	world	purpose	mask_head	modifier: design ; head: [MASK]
aid	material	purpose	full	modifier: aid ; head: material
aid	material	purpose	mask_modifier	modifier: [MASK] ; head: material
aid	material	purpose	mask_head	modifier: aid ; head: [MASK]
relief	material	purpose	full	modifier: relief ; head: material
relief	material	purpose	mask_modifier	modifier: [MASK] ; head: material
relief	material	purpose	mask_head	modifier: relief ; head: [MASK]
research	material	purpose	full	modifier: research ; head: material
research	material	purpose	mask_modifier	modifier: [MASK] ; head: material
research	material	purpose	mask_head	modifier: research ; head: [MASK]
bridge	loan	purpose	full	modifier: bridge ; head: loan
bridge	loan	purpose	mask_modifier	modifier: [MASK] ; head: loan
bridge	loan	purpose	mask_head	modifier: bridge ; head: [MASK]
search	engine	purpose	full	modifier: search ; head: engine
search	engine	purpose	mask_modifier	modifier: [MASK] ; head: engine
search	engine	purpose	mask_head	modifier: search ; head: [MASK]
fund	system	other	full	modifier: fund ; head: system
fund	system	other	mask_modifier	modifier: [MASK] ; head: system
fund	system	other	mask_head	modifier: fund ; head: [MASK]
leadership	system	other	full	modifier: leadership ; head: system
leadership	system	other	mask_modifier	modifier: [MASK] ; head: system
leadership	system	other	mask_head	modifier: leadership ; head: [MASK]
pay	system	other	full	modifier: pay ; head: system
pay	system	other	mask_modifier	modifier: [MASK] ; head: system
pay	system	other	mask_head	modifier: pay ; head: [MASK]
portfolio	strategy	other	full	modifier: portfolio ; head: strategy
portfolio	strategy	other	mask_modifier	modifier: [MASK] ; head: strategy
portfolio	strategy	other	mask_head	modifier: portfolio ; head: [MASK]
skin	tone	complement	full	modifier: skin ; head: tone
skin	tone	complement	mask_modifier	modifier: [MASK] ; head: tone
skin	tone	complement	mask_head	modifier: skin ; head: [MASK]
ocean	temperature	complement	full	modifier: ocean ; head: temperature
ocean	temperature	complement	mask_modifier	modifier: [MASK] ; head: temperature
ocean	temperature	complement	mask_head	modifier: ocean ; head: [MASK]
oven	temperature	complement	full	modifier: oven ; head: temperature
oven	temperature	complement	mask_modifier	modifier: [MASK] ; head: temperature
oven	temperature	complement	mask_head	modifier: oven ; head: [MASK]
water	temperature	complement	full	modifier: water ; head: temperature
water	temperature	complement	mask_modifier	modifier: [MASK] ; head: temperature
water	temperature	complement	mask_head	modifier: water ; head: [MASK]
